candidate_id,source_id,review_status,selected_by,reviewed_at,target_usage,rejection_reason,notes
CAND-STG-ART07-0049,SRC-STG-ART07-0049,pending_review,,,source_selected,,source_sha256=578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A;staged_sha256=578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_nav_recovery.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0050,SRC-STG-ART07-0050,pending_review,,,runtime_candidate,,source_sha256=578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A;staged_sha256=578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_nav_recovery.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0051,SRC-STG-ART07-0051,pending_review,,,source_selected,,source_sha256=7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B;staged_sha256=7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_nav_requisition.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0052,SRC-STG-ART07-0052,pending_review,,,runtime_candidate,,source_sha256=7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B;staged_sha256=7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_nav_requisition.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0053,SRC-STG-ART07-0053,pending_review,,,source_selected,,source_sha256=E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0;staged_sha256=E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_nav_talent_selected.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0054,SRC-STG-ART07-0054,pending_review,,,runtime_candidate,,source_sha256=E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0;staged_sha256=E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_nav_talent_selected.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0055,SRC-STG-ART07-0055,pending_review,,,source_selected,,source_sha256=28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E;staged_sha256=28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_nav_warehouse.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0056,SRC-STG-ART07-0056,pending_review,,,runtime_candidate,,source_sha256=28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E;staged_sha256=28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_nav_warehouse.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0057,SRC-STG-ART07-0057,pending_review,,,source_selected,,source_sha256=8A70EF18582AA3D98BD6CA8E32D3790F2F169EA3F0EE43ACACC23F5A89471497;staged_sha256=8A70EF18582AA3D98BD6CA8E32D3790F2F169EA3F0EE43ACACC23F5A89471497;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_key_or_arrow_small_button.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0058,SRC-STG-ART07-0058,pending_review,,,runtime_candidate,,source_sha256=8A70EF18582AA3D98BD6CA8E32D3790F2F169EA3F0EE43ACACC23F5A89471497;staged_sha256=8A70EF18582AA3D98BD6CA8E32D3790F2F169EA3F0EE43ACACC23F5A89471497;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_key_or_arrow_small_button.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0059,SRC-STG-ART07-0059,pending_review,,,source_selected,,source_sha256=29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4;staged_sha256=29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_icon\ui_icon_armor.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0060,SRC-STG-ART07-0060,pending_review,,,runtime_candidate,,source_sha256=29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4;staged_sha256=29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_icon\ui_icon_armor.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0061,SRC-STG-ART07-0061,pending_review,,,source_selected,,source_sha256=B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413;staged_sha256=B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_icon\ui_icon_backpack.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0062,SRC-STG-ART07-0062,pending_review,,,runtime_candidate,,source_sha256=B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413;staged_sha256=B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_icon\ui_icon_backpack.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0063,SRC-STG-ART07-0063,pending_review,,,source_selected,,source_sha256=8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9;staged_sha256=8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_icon\ui_icon_bandage.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0064,SRC-STG-ART07-0064,pending_review,,,runtime_candidate,,source_sha256=8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9;staged_sha256=8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_icon\ui_icon_bandage.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0065,SRC-STG-ART07-0065,pending_review,,,source_selected,,source_sha256=016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285;staged_sha256=016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_icon\ui_icon_compass.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0066,SRC-STG-ART07-0066,pending_review,,,runtime_candidate,,source_sha256=016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285;staged_sha256=016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_icon\ui_icon_compass.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0067,SRC-STG-ART07-0067,pending_review,,,source_selected,,source_sha256=6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D;staged_sha256=6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_panel\ui_frame_highlight.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0068,SRC-STG-ART07-0068,pending_review,,,runtime_candidate,,source_sha256=6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D;staged_sha256=6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_panel\ui_frame_highlight.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0069,SRC-STG-ART07-0069,pending_review,,,source_selected,,source_sha256=222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525;staged_sha256=222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_panel\ui_panel_deploy_main_blank.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0070,SRC-STG-ART07-0070,pending_review,,,runtime_candidate,,source_sha256=222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525;staged_sha256=222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_panel\ui_panel_deploy_main_blank.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0071,SRC-STG-ART07-0071,pending_review,,,source_selected,,source_sha256=6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75;staged_sha256=6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_panel\ui_panel_deploy_summary_blank.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0072,SRC-STG-ART07-0072,pending_review,,,runtime_candidate,,source_sha256=6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75;staged_sha256=6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_panel\ui_panel_deploy_summary_blank.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0073,SRC-STG-ART07-0073,pending_review,,,source_selected,,source_sha256=4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC;staged_sha256=4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_panel\ui_panel_terminal_main.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0074,SRC-STG-ART07-0074,pending_review,,,runtime_candidate,,source_sha256=4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC;staged_sha256=4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_panel\ui_panel_terminal_main.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0075,SRC-STG-ART07-0075,pending_review,,,source_selected,,source_sha256=E6ED6B95506EF88CB28E54E4256737D5BEC22396F1B47B9863029E145962D08E;staged_sha256=E6ED6B95506EF88CB28E54E4256737D5BEC22396F1B47B9863029E145962D08E;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui\icons\jinbi_icon.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0076,SRC-STG-ART07-0076,pending_review,,,runtime_candidate,,source_sha256=E6ED6B95506EF88CB28E54E4256737D5BEC22396F1B47B9863029E145962D08E;staged_sha256=E6ED6B95506EF88CB28E54E4256737D5BEC22396F1B47B9863029E145962D08E;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui\icons\jinbi_icon.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0077,SRC-STG-ART07-0077,pending_review,,,source_selected,,source_sha256=2B1F1E10F40A7E125C8A056C9F03CA089CC7666587A6B803FA9354E9336AB3E8;staged_sha256=2B1F1E10F40A7E125C8A056C9F03CA089CC7666587A6B803FA9354E9336AB3E8;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui\icons\xuetiao_tianchong.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0078,SRC-STG-ART07-0078,pending_review,,,runtime_candidate,,source_sha256=2B1F1E10F40A7E125C8A056C9F03CA089CC7666587A6B803FA9354E9336AB3E8;staged_sha256=2B1F1E10F40A7E125C8A056C9F03CA089CC7666587A6B803FA9354E9336AB3E8;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui\icons\xuetiao_tianchong.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0079,SRC-STG-ART07-0079,pending_review,,,source_selected,,source_sha256=3A4D3445312B5611B7F9FA9066FBE7FB666C48A074579BE7D303003CC9C0180A;staged_sha256=3A4D3445312B5611B7F9FA9066FBE7FB666C48A074579BE7D303003CC9C0180A;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\00_baoxiang_kai.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0080,SRC-STG-ART07-0080,pending_review,,,runtime_candidate,,source_sha256=3A4D3445312B5611B7F9FA9066FBE7FB666C48A074579BE7D303003CC9C0180A;staged_sha256=3A4D3445312B5611B7F9FA9066FBE7FB666C48A074579BE7D303003CC9C0180A;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\00_baoxiang_kai.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0081,SRC-STG-ART07-0081,pending_review,,,source_selected,,source_sha256=FCE7959AE7A20F51707DC29AA16BD35448C26B1E11BE16A4B966E90B2E018F2A;staged_sha256=FCE7959AE7A20F51707DC29AA16BD35448C26B1E11BE16A4B966E90B2E018F2A;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\01_cheli_zhuangzhi_an.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0082,SRC-STG-ART07-0082,pending_review,,,runtime_candidate,,source_sha256=FCE7959AE7A20F51707DC29AA16BD35448C26B1E11BE16A4B966E90B2E018F2A;staged_sha256=FCE7959AE7A20F51707DC29AA16BD35448C26B1E11BE16A4B966E90B2E018F2A;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\01_cheli_zhuangzhi_an.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0083,SRC-STG-ART07-0083,pending_review,,,source_selected,,source_sha256=50B4239F76BF654686972C1D6D238F8481B29F7EAA6E0A99E3EBF1E1949146B2;staged_sha256=50B4239F76BF654686972C1D6D238F8481B29F7EAA6E0A99E3EBF1E1949146B2;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\02_cheli_zhuangzhi_liang.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0084,SRC-STG-ART07-0084,pending_review,,,runtime_candidate,,source_sha256=50B4239F76BF654686972C1D6D238F8481B29F7EAA6E0A99E3EBF1E1949146B2;staged_sha256=50B4239F76BF654686972C1D6D238F8481B29F7EAA6E0A99E3EBF1E1949146B2;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\02_cheli_zhuangzhi_liang.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0085,SRC-STG-ART07-0085,pending_review,,,source_selected,,source_sha256=541F72BFA7337FF4B8B23819C5A0188CB59881DAC1FA78307A532DBE66A0DDEE;staged_sha256=541F72BFA7337FF4B8B23819C5A0188CB59881DAC1FA78307A532DBE66A0DDEE;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\03_baoxiang_guan.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0086,SRC-STG-ART07-0086,pending_review,,,runtime_candidate,,source_sha256=541F72BFA7337FF4B8B23819C5A0188CB59881DAC1FA78307A532DBE66A0DDEE;staged_sha256=541F72BFA7337FF4B8B23819C5A0188CB59881DAC1FA78307A532DBE66A0DDEE;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\03_baoxiang_guan.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0087,SRC-STG-ART07-0087,pending_review,,,source_selected,,source_sha256=56C00AFD49CA374A53C9DC81A7E81883BD97CB0A995747C0108FD45D9B86C07F;staged_sha256=56C00AFD49CA374A53C9DC81A7E81883BD97CB0A995747C0108FD45D9B86C07F;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\04_shangren_tai.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0088,SRC-STG-ART07-0088,pending_review,,,runtime_candidate,,source_sha256=56C00AFD49CA374A53C9DC81A7E81883BD97CB0A995747C0108FD45D9B86C07F;staged_sha256=56C00AFD49CA374A53C9DC81A7E81883BD97CB0A995747C0108FD45D9B86C07F;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\04_shangren_tai.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0089,SRC-STG-ART07-0089,pending_review,,,source_selected,,source_sha256=1AF589B83403E204126CA1F7402158ACC183FB47CEC733B5FE75285505092908;staged_sha256=1AF589B83403E204126CA1F7402158ACC183FB47CEC733B5FE75285505092908;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\05_yichang_hexin.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0090,SRC-STG-ART07-0090,pending_review,,,runtime_candidate,,source_sha256=1AF589B83403E204126CA1F7402158ACC183FB47CEC733B5FE75285505092908;staged_sha256=1AF589B83403E204126CA1F7402158ACC183FB47CEC733B5FE75285505092908;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\05_yichang_hexin.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0091,SRC-STG-ART07-0091,pending_review,,,source_selected,,source_sha256=F2866600D71DE3658A955CD45002893F48087ECC23D5F4B970419C270D6E6DA5;staged_sha256=F2866600D71DE3658A955CD45002893F48087ECC23D5F4B970419C270D6E6DA5;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\06_dici_xianjing.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0092,SRC-STG-ART07-0092,pending_review,,,runtime_candidate,,source_sha256=F2866600D71DE3658A955CD45002893F48087ECC23D5F4B970419C270D6E6DA5;staged_sha256=F2866600D71DE3658A955CD45002893F48087ECC23D5F4B970419C270D6E6DA5;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\06_dici_xianjing.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0093,SRC-STG-ART07-0093,pending_review,,,source_selected,,source_sha256=609C73CDDC5300809CF78E8E341DF5F077916CC8983BC0847FBFC9006AB9B6A6;staged_sha256=609C73CDDC5300809CF78E8E341DF5F077916CC8983BC0847FBFC9006AB9B6A6;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\07_lingjian_dui.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0094,SRC-STG-ART07-0094,pending_review,,,runtime_candidate,,source_sha256=609C73CDDC5300809CF78E8E341DF5F077916CC8983BC0847FBFC9006AB9B6A6;staged_sha256=609C73CDDC5300809CF78E8E341DF5F077916CC8983BC0847FBFC9006AB9B6A6;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\07_lingjian_dui.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0095,SRC-STG-ART07-0095,pending_review,,,source_selected,,source_sha256=CFA8A370608EFB8C9BCCB747F143D06C45ECF19BC67AFB5A76E2F303047F3810;staged_sha256=CFA8A370608EFB8C9BCCB747F143D06C45ECF19BC67AFB5A76E2F303047F3810;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\08_saomiaoyi.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0096,SRC-STG-ART07-0096,pending_review,,,runtime_candidate,,source_sha256=CFA8A370608EFB8C9BCCB747F143D06C45ECF19BC67AFB5A76E2F303047F3810;staged_sha256=CFA8A370608EFB8C9BCCB747F143D06C45ECF19BC67AFB5A76E2F303047F3810;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\08_saomiaoyi.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0097,SRC-STG-ART07-0097,pending_review,,,source_selected,,source_sha256=57645A3955E0C3478C7135ADBE1D69209A0FF854F2C213B9B91485D1C2782E16;staged_sha256=57645A3955E0C3478C7135ADBE1D69209A0FF854F2C213B9B91485D1C2782E16;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\09_jinbi_dui.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0098,SRC-STG-ART07-0098,pending_review,,,runtime_candidate,,source_sha256=57645A3955E0C3478C7135ADBE1D69209A0FF854F2C213B9B91485D1C2782E16;staged_sha256=57645A3955E0C3478C7135ADBE1D69209A0FF854F2C213B9B91485D1C2782E16;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\09_jinbi_dui.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0099,SRC-STG-ART07-0099,pending_review,,,source_selected,,source_sha256=7CF0D291EAA59A94FCA3B321443B98D281FBDB33A1302C8B75E3AD0606F08D63;staged_sha256=7CF0D291EAA59A94FCA3B321443B98D281FBDB33A1302C8B75E3AD0606F08D63;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\10_yiliaobao.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0100,SRC-STG-ART07-0100,pending_review,,,runtime_candidate,,source_sha256=7CF0D291EAA59A94FCA3B321443B98D281FBDB33A1302C8B75E3AD0606F08D63;staged_sha256=7CF0D291EAA59A94FCA3B321443B98D281FBDB33A1302C8B75E3AD0606F08D63;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\10_yiliaobao.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0101,SRC-STG-ART07-0101,pending_review,,,source_selected,,source_sha256=6D2CF9DC683B69DF9CB9F428A764CB47F966987DFF426C27F8E8AAD72886BDDC;staged_sha256=6D2CF9DC683B69DF9CB9F428A764CB47F966987DFF426C27F8E8AAD72886BDDC;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\props\11_wuzi_xiang.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0102,SRC-STG-ART07-0102,pending_review,,,runtime_candidate,,source_sha256=6D2CF9DC683B69DF9CB9F428A764CB47F966987DFF426C27F8E8AAD72886BDDC;staged_sha256=6D2CF9DC683B69DF9CB9F428A764CB47F966987DFF426C27F8E8AAD72886BDDC;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\props\11_wuzi_xiang.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0103,SRC-STG-ART07-0103,pending_review,,,source_selected,,source_sha256=AC521358BBEFB53300C41E9B562D0610C707948DE891650B34CD037D572E4313;staged_sha256=AC521358BBEFB53300C41E9B562D0610C707948DE891650B34CD037D572E4313;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\main_menu\main_menu_bg_no_text.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0104,SRC-STG-ART07-0104,pending_review,,,runtime_candidate,,source_sha256=AC521358BBEFB53300C41E9B562D0610C707948DE891650B34CD037D572E4313;staged_sha256=AC521358BBEFB53300C41E9B562D0610C707948DE891650B34CD037D572E4313;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\main_menu\main_menu_bg_no_text.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0105,SRC-STG-ART07-0105,pending_review,,,animation_source,,source_sha256=9ABD2C9E3AF672B0E4D98F0F07F175C34A101C0FFF64F622819FB8EFE9B6B0C3;staged_sha256=9ABD2C9E3AF672B0E4D98F0F07F175C34A101C0FFF64F622819FB8EFE9B6B0C3;staged_path=D:\AGAME1\Base Art\06_animation_sources\art07_character_candidates\huanxiong\frames\00_front_idle.png;role=animation_source;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0106,SRC-STG-ART07-0106,pending_review,,,animation_source,,source_sha256=E9B055740834A3C1F30DF07A525E41E38F3AACD69414E0B8CC510F58F65D385A;staged_sha256=E9B055740834A3C1F30DF07A525E41E38F3AACD69414E0B8CC510F58F65D385A;staged_path=D:\AGAME1\Base Art\06_animation_sources\art07_character_candidates\huanxiong\frames\01_back_idle.png;role=animation_source;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
